ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,extra_regressors_additive,extra_regressors_additive_lower,extra_regressors_additive_upper,holiday,holiday_lower,holiday_upper,hum,hum_lower,hum_upper,temp,temp_lower,temp_upper,weekly,weekly_lower,weekly_upper,windspeed,windspeed_lower,windspeed_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2011-05-12,3281.378365728309,3096.8573208420034,5035.2075866073565,3281.378365728309,3281.378365728309,767.8511190035857,767.8511190035857,767.8511190035857,-151.07401604840808,-151.07401604840808,-151.07401604840808,12.926871769709454,12.926871769709454,12.926871769709454,-386.20434944566153,-386.20434944566153,-386.20434944566153,217.17499169540105,217.17499169540105,217.17499169540105,43.048777318635956,43.048777318635956,43.048777318635956,5.028469932142902,5.028469932142902,5.028469932142902,875.8763577333577,875.8763577333577,875.8763577333577,0.0,0.0,0.0,4049.2294847318944
2011-05-13,3285.6129747085947,2594.2631136761,4616.080554800549,3285.6129747085947,3285.6129747085947,330.7419018097257,330.7419018097257,330.7419018097257,-610.5747328093555,-610.5747328093555,-610.5747328093555,12.926871769709454,12.926871769709454,12.926871769709454,-761.903189255276,-761.903189255276,-761.903189255276,94.87812698907214,94.87812698907214,94.87812698907214,96.9337086859724,96.9337086859724,96.9337086859724,43.523457687138915,43.523457687138915,43.523457687138915,844.3829259331087,844.3829259331087,844.3829259331087,0.0,0.0,0.0,3616.3548765183205
2011-05-14,3289.847583688881,2610.528774789888,4659.262540970183,3289.847583688881,3289.847583688881,335.3678067488413,335.3678067488413,335.3678067488413,-583.8106735441032,-583.8106735441032,-583.8106735441032,12.926871769709454,12.926871769709454,12.926871769709454,-953.806913186806,-953.806913186806,-953.806913186806,140.17326206549015,140.17326206549015,140.17326206549015,109.65119911594445,109.65119911594445,109.65119911594445,216.89610580750318,216.89610580750318,216.89610580750318,809.527281177,809.527281177,809.527281177,0.0,0.0,0.0,3625.2153904377224
2011-05-15,3294.082192669167,2653.5669922668276,4614.689798887453,3294.082192669167,3294.082192669167,298.65008455906775,298.65008455906775,298.65008455906775,-247.40466913372978,-247.40466913372978,-247.40466913372978,12.926871769709454,12.926871769709454,12.926871769709454,-774.0661013354435,-774.0661013354435,-774.0661013354435,366.648937447581,366.648937447581,366.648937447581,-226.133806463189,-226.133806463189,-226.133806463189,147.0856229844233,147.0856229844233,147.0856229844233,772.1885601559865,772.1885601559865,772.1885601559865,0.0,0.0,0.0,3592.7322772282346
2011-05-16,3298.3168016494533,3191.070932929479,5154.338295318176,3298.3168016494533,3298.3168016494533,858.3746241811409,858.3746241811409,858.3746241811409,191.99287287121297,191.99287287121297,191.99287287121297,12.926871769709454,12.926871769709454,12.926871769709454,-517.2935129763544,-517.2935129763544,-517.2935129763544,448.18018058513377,448.18018058513377,448.18018058513377,-66.89343874428799,-66.89343874428799,-66.89343874428799,248.17933349272417,248.17933349272417,248.17933349272417,733.2751900542158,733.2751900542158,733.2751900542158,0.0,0.0,0.0,4156.691425830594
2011-05-17,3302.551410629739,2383.7494206126144,4377.65298626993,3302.551410629739,3302.551410629739,76.62209228761165,76.62209228761165,76.62209228761165,-638.9244445744145,-638.9244445744145,-638.9244445744145,12.926871769709454,12.926871769709454,12.926871769709454,-679.4656740452527,-679.4656740452527,-679.4656740452527,362.11942393993894,362.11942393993894,362.11942393993894,21.848000986261365,21.848000986261365,21.848000986261365,-334.5050662388101,-334.5050662388101,-334.5050662388101,693.6985358757646,693.6985358757646,693.6985358757646,0.0,0.0,0.0,3379.173502917351
2011-05-18,3306.7860196100255,2406.3661283790893,4498.20805783722,3306.7860196100255,3306.7860196100255,163.24043975435268,163.24043975435268,163.24043975435268,-512.6519838115838,-512.6519838115838,-512.6519838115838,12.926871769709454,12.926871769709454,12.926871769709454,-783.5261440644626,-783.5261440644626,-783.5261440644626,298.7062348329539,298.7062348329539,298.7062348329539,21.54555910113434,21.54555910113434,21.54555910113434,-40.75894634978465,-40.75894634978465,-40.75894634978465,654.3468644648023,654.3468644648023,654.3468644648023,0.0,0.0,0.0,3470.0264593643783
2011-05-19,3311.0206285903114,2776.577248820154,4773.40974406725,3311.0206285903114,3311.0206285903114,534.5524665072264,534.5524665072264,534.5524665072264,-124.55668088494333,-124.55668088494333,-124.55668088494333,12.926871769709454,12.926871769709454,12.926871769709454,-652.4369805337697,-652.4369805337697,-652.4369805337697,194.52742415719203,194.52742415719203,194.52742415719203,43.04877731839018,43.04877731839018,43.04877731839018,320.42600372192487,320.42600372192487,320.42600372192487,616.0603700737796,616.0603700737796,616.0603700737796,0.0,0.0,0.0,3845.5730950975376
2011-05-20,3315.2552375705977,3223.6374563059926,5204.9453709949,3315.2552375705977,3315.2552375705977,875.4193009978892,875.4193009978892,875.4193009978892,198.87762416926932,198.87762416926932,198.87762416926932,12.926871769709454,12.926871769709454,12.926871769709454,-295.65822618219306,-295.65822618219306,-295.65822618219306,226.23401871068492,226.23401871068492,226.23401871068492,96.9337086859563,96.9337086859563,96.9337086859563,255.37495987106803,255.37495987106803,255.37495987106803,579.6079681426636,579.6079681426636,579.6079681426636,0.0,0.0,0.0,4190.674538568487
2011-05-21,3319.489846550883,3804.5802549734394,5800.83783860666,3319.489846550883,3319.489846550883,1530.2888034632947,1530.2888034632947,1530.2888034632947,874.971098854543,874.971098854543,874.971098854543,12.926871769709454,12.926871769709454,12.926871769709454,5.711706470843557,5.711706470843557,5.711706470843557,584.0655858143883,584.0655858143883,584.0655858143883,109.65119911568902,109.65119911568902,109.65119911568902,272.26693479960153,272.26693479960153,272.26693479960153,545.6665054930626,545.6665054930626,545.6665054930626,0.0,0.0,0.0,4849.778650014177
2011-05-22,3323.724513308146,3000.6663090772954,5046.616247539899,3323.724513308146,3323.724513308146,668.0922304496574,668.0922304496574,668.0922304496574,379.42307863777063,379.42307863777063,379.42307863777063,12.926871769709454,12.926871769709454,12.926871769709454,-392.9615228235319,-392.9615228235319,-392.9615228235319,593.1246128296716,593.1246128296716,593.1246128296716,-226.1338064633393,-226.1338064633393,-226.1338064633393,166.33311686192144,166.33311686192144,166.33311686192144,514.802958275226,514.802958275226,514.802958275226,0.0,0.0,0.0,3991.8167437578036
2011-05-23,3327.959180065408,2739.240504754204,4728.32382328364,3327.959180065408,3327.959180065408,421.1516103479223,421.1516103479223,421.1516103479223,0.5849529476581075,0.5849529476581075,0.5849529476581075,12.926871769709454,12.926871769709454,12.926871769709454,-588.9195507817842,-588.9195507817842,-588.9195507817842,742.5985585818521,742.5985585818521,742.5985585818521,-66.89343874458788,-66.89343874458788,-66.89343874458788,-166.02092662211913,-166.02092662211913,-166.02092662211913,487.460096144852,487.460096144852,487.460096144852,0.0,0.0,0.0,3749.1107904133305
2011-05-24,3332.19384682267,3327.640350198082,5230.006533478994,3332.19384682267,3332.19384682267,968.2988534594317,968.2988534594317,968.2988534594317,482.5048673415048,482.5048673415048,482.5048673415048,12.926871769709454,12.926871769709454,12.926871769709454,-364.5813946364749,-364.5813946364749,-364.5813946364749,896.602017841674,896.602017841674,896.602017841674,21.848000985870897,21.848000985870897,21.848000985870897,-62.442627633403696,-62.442627633403696,-62.442627633403696,463.945985132056,463.945985132056,463.945985132056,0.0,0.0,0.0,4300.492700282101
2011-05-25,3336.428513579932,3618.1632734785526,5634.1670878469395,3336.428513579932,3336.428513579932,1302.2830454603657,1302.2830454603657,1302.2830454603657,836.3099006325971,836.3099006325971,836.3099006325971,12.926871769709454,12.926871769709454,12.926871769709454,-219.97788435004054,-219.97788435004054,-219.97788435004054,901.1315313493152,901.1315313493152,901.1315313493152,21.54555910097833,21.54555910097833,21.54555910097833,142.22938186361284,142.22938186361284,142.22938186361284,444.42758572679,444.42758572679,444.42758572679,0.0,0.0,0.0,4638.711559040297
2011-05-26,3340.6631803371943,3707.708202907685,5721.658221732975,3340.6631803371943,3340.6631803371943,1451.4591194004508,1451.4591194004508,1451.4591194004508,979.4817617511015,979.4817617511015,979.4817617511015,12.926871769709454,12.926871769709454,12.926871769709454,-159.1633239492038,-159.1633239492038,-159.1633239492038,1159.3138012848995,1159.3138012848995,1159.3138012848995,43.04877731855526,43.04877731855526,43.04877731855526,-33.595587354303525,-33.595587354303525,-33.595587354303525,428.92858033079403,428.92858033079403,428.92858033079403,0.0,0.0,0.0,4792.122299737645
2011-05-27,3344.8978470944567,3606.648745071103,5540.621299807606,3344.8978470944567,3344.8978470944567,1266.9335268742354,1266.9335268742354,1266.9335268742354,752.6683791077701,752.6683791077701,752.6683791077701,12.926871769709454,12.926871769709454,12.926871769709454,-82.1315474414765,-82.1315474414765,-82.1315474414765,1014.3693690403609,1014.3693690403609,1014.3693690403609,96.93370868594019,96.93370868594019,96.93370868594019,-192.49631426082362,-192.49631426082362,-192.49631426082362,417.33143908052494,417.33143908052494,417.33143908052494,0.0,0.0,0.0,4611.831373968692
2011-05-28,3349.1325138517186,3278.9889445883555,5295.16901622169,3349.1325138517186,3349.1325138517186,926.3228673014703,926.3228673014703,926.3228673014703,407.2880593432201,407.2880593432201,407.2880593432201,12.926871769709454,12.926871769709454,12.926871769709454,-328.0926583959728,-328.0926583959728,-328.0926583959728,873.954450303465,873.954450303465,873.954450303465,109.65119911565779,109.65119911565779,109.65119911565779,-151.50060433398153,-151.50060433398153,-151.50060433398153,409.38360884259237,409.38360884259237,409.38360884259237,0.0,0.0,0.0,4275.455381153189
2011-05-29,3353.367180608981,2851.0822773812197,4792.80895640904,3353.367180608981,3353.367180608981,422.61833367291086,422.61833367291086,422.61833367291086,244.04454955634733,244.04454955634733,244.04454955634733,12.926871769709454,12.926871769709454,12.926871769709454,-617.2996789688416,-617.2996789688416,-617.2996789688416,937.3676394104501,937.3676394104501,937.3676394104501,-226.13380646324745,-226.13380646324745,-226.13380646324745,-88.95028265497061,-88.95028265497061,-88.95028265497061,404.707590579811,404.707590579811,404.707590579811,0.0,0.0,0.0,3775.985514281892
2011-05-30,3357.6018473662434,3665.5480268540846,5668.2183198147895,3357.6018473662434,3357.6018473662434,1277.0641513255944,1277.0641513255944,1277.0641513255944,941.1430312816092,941.1430312816092,941.1430312816092,-401.8866530700602,-401.8866530700602,-401.8866530700602,-183.48914810953806,-183.48914810953806,-183.48914810953806,1295.1992065141542,1295.1992065141542,1295.1992065141542,-66.89343874425131,-66.89343874425131,-66.89343874425131,231.3196259470532,231.3196259470532,231.3196259470532,402.81455878823635,402.81455878823635,402.81455878823635,0.0,0.0,0.0,4634.665998691838
2011-05-31,3361.8365141235054,4593.491020520445,6584.055029850382,3361.8365141235054,3361.8365141235054,2241.206107976177,2241.206107976177,2241.206107976177,1816.2370304543576,1816.2370304543576,1816.2370304543576,12.926871769709454,12.926871769709454,12.926871769709454,-26.72272574293617,-26.72272574293617,-26.72272574293617,1521.6748818962449,1521.6748818962449,1521.6748818962449,21.84800098601195,21.84800098601195,21.84800098601195,308.35800253133937,308.35800253133937,308.35800253133937,403.1210765358075,403.1210765358075,403.1210765358075,0.0,0.0,0.0,5603.042622099682
2011-06-01,3366.0711808807673,4028.2833315342364,6067.017611991816,3366.0711808807673,3366.0711808807673,1681.9774939350618,1681.9774939350618,1681.9774939350618,1255.4635611595775,1255.4635611595775,1255.4635611595775,12.926871769709454,12.926871769709454,12.926871769709454,-157.81188927362945,-157.81188927362945,-157.81188927362945,1462.7912062969012,1462.7912062969012,1462.7912062969012,21.545559101255712,21.545559101255712,21.545559101255712,-62.442627633403696,-62.442627633403696,-62.442627633403696,404.9683736742288,404.9683736742288,404.9683736742288,0.0,0.0,0.0,5048.048674815829
2011-06-02,3370.3058476380297,4712.6521162418585,6704.5536177091935,3370.3058476380297,3370.3058476380297,2315.8602045808752,2315.8602045808752,2315.8602045808752,1865.1678408013727,1865.1678408013727,1865.1678408013727,12.926871769709454,12.926871769709454,12.926871769709454,1049.0192760140903,1049.0192760140903,1049.0192760140903,1195.5499093460337,1195.5499093460337,1195.5499093460337,43.048777318322884,43.048777318322884,43.048777318322884,-392.32821632846077,-392.32821632846077,-392.32821632846077,407.6435864611797,407.6435864611797,407.6435864611797,0.0,0.0,0.0,5686.166052218905
2011-06-03,3374.540514395292,4179.979855385729,6170.574432306621,3374.540514395292,3374.540514395292,1848.326723397598,1848.326723397598,1848.326723397598,1340.9907086663377,1340.9907086663377,1340.9907086663377,12.926871769709454,12.926871769709454,12.926871769709454,889.54998429634,889.54998429634,889.54998429634,679.1853694748664,679.1853694748664,679.1853694748664,96.93370868579116,96.93370868579116,96.93370868579116,-240.67151687457832,-240.67151687457832,-240.67151687457832,410.4023060454693,410.4023060454693,410.4023060454693,0.0,0.0,0.0,5222.867237792891
2011-06-04,3378.775181152554,4451.841179556091,6551.626704444473,3378.775181152554,3378.775181152554,2116.853911977227,2116.853911977227,2116.853911977227,1594.7109604865066,1594.7109604865066,1594.7109604865066,12.926871769709454,12.926871769709454,12.926871769709454,558.4484887806725,558.4484887806725,558.4484887806725,760.7166126124192,760.7166126124192,760.7166126124192,109.65119911586733,109.65119911586733,109.65119911586733,262.6189873237056,262.6189873237056,262.6189873237056,412.491752374853,412.491752374853,412.491752374853,0.0,0.0,0.0,5495.629093129781
2011-06-05,3383.009847909816,3515.2002142628776,5470.423220703663,3383.009847909816,3383.009847909816,1157.4865813548172,1157.4865813548172,1157.4865813548172,970.4465079918714,970.4465079918714,970.4465079918714,12.926871769709454,12.926871769709454,12.926871769709454,-78.07724341475414,-78.07724341475414,-78.07724341475414,833.1888287346882,833.1888287346882,833.1888287346882,-226.13380646299407,-226.13380646299407,-226.13380646299407,202.40805090222784,202.40805090222784,202.40805090222784,413.17387982593976,413.17387982593976,413.17387982593976,0.0,0.0,0.0,4540.496429264633
2011-06-06,3387.244514667079,4157.78654665162,6142.37279261112,3387.244514667079,3387.244514667079,1713.6789661508399,1713.6789661508399,1713.6789661508399,1368.8246735487464,1368.8246735487464,1368.8246735487464,12.926871769709454,12.926871769709454,12.926871769709454,92.20352570758925,92.20352570758925,92.20352570758925,996.251315009794,996.251315009794,996.251315009794,-66.89343874417241,-66.89343874417241,-66.89343874417241,267.4429610616536,267.4429610616536,267.4429610616536,411.7477313462661,411.7477313462661,411.7477313462661,0.0,0.0,0.0,5100.923480817919
2011-06-07,3391.479181424341,4222.4212065941165,6103.7425483452025,3391.479181424341,3391.479181424341,1708.3143445807316,1708.3143445807316,1708.3143445807316,1278.8959549429137,1278.8959549429137,1278.8959549429137,12.926871769709454,12.926871769709454,12.926871769709454,98.96069908545999,98.96069908545999,98.96069908545999,1154.7842877772575,1154.7842877772575,1154.7842877772575,21.848000986153007,21.848000986153007,21.848000986153007,12.224096310486656,12.224096310486656,12.224096310486656,407.57038865166487,407.57038865166487,407.57038865166487,0.0,0.0,0.0,5099.793526005073
2011-06-08,3395.7138481816028,4575.200687046431,6512.692446799809,3395.7138481816028,3395.7138481816028,2190.9984421306963,2190.9984421306963,2190.9984421306963,1769.3769671220523,1769.3769671220523,1769.3769671220523,12.926871769709454,12.926871769709454,12.926871769709454,20.577487902159056,20.577487902159056,20.577487902159056,1526.204395403887,1526.204395403887,1526.204395403887,21.5455591006663,21.5455591006663,21.5455591006663,209.6682120462968,209.6682120462968,209.6682120462968,400.0759159079778,400.0759159079778,400.0759159079778,0.0,0.0,0.0,5586.712290312299
2011-06-09,3399.948514938865,4945.9002149000935,6887.713153557401,3399.948514938865,3399.948514938865,2501.608349764535,2501.608349764535,2501.608349764535,2069.767810740704,2069.767810740704,2069.767810740704,12.926871769709454,12.926871769709454,12.926871769709454,194.9125610512248,194.9125610512248,194.9125610512248,1702.8554222019172,1702.8554222019172,1702.8554222019172,43.048777318679996,43.048777318679996,43.048777318679996,159.07295571785252,159.07295571785252,159.07295571785252,388.7917617051506,388.7917617051506,388.7917617051506,0.0,0.0,0.0,5901.5568647034
2011-06-10,3404.1831816961276,4581.398473226473,6561.721302868927,3404.1831816961276,3404.1831816961276,2167.3619053932466,2167.3619053932466,2167.3619053932466,1697.0760299157027,1697.0760299157027,1697.0760299157027,12.926871769709454,12.926871769709454,12.926871769709454,75.9863096006994,75.9863096006994,75.9863096006994,1412.9665577128412,1412.9665577128412,1412.9665577128412,96.93370868605784,96.93370868605784,96.93370868605784,195.19629083245283,195.19629083245283,195.19629083245283,373.35216679148607,373.35216679148607,373.35216679148607,0.0,0.0,0.0,5571.545087089375
2011-06-11,3408.4178484533895,4231.7483189328495,6214.968754602713,3408.4178484533895,3408.4178484533895,1780.997541439574,1780.997541439574,1780.997541439574,1317.8381219466055,1317.8381219466055,1317.8381219466055,12.926871769709454,12.926871769709454,12.926871769709454,-84.83441679262523,-84.83441679262523,-84.83441679262523,1249.9040714377356,1249.9040714377356,1249.9040714377356,109.651199115724,109.651199115724,109.651199115724,139.84159553178566,139.84159553178566,139.84159553178566,353.50822037724447,353.50822037724447,353.50822037724447,0.0,0.0,0.0,5189.4153898929635
2011-06-12,3412.6525152106515,3323.4472201691374,5348.405091785473,3412.6525152106515,3412.6525152106515,907.7145517195405,907.7145517195405,907.7145517195405,804.7140453457599,804.7140453457599,804.7140453457599,12.926871769709454,12.926871769709454,12.926871769709454,-387.55578412123555,-387.55578412123555,-387.55578412123555,1073.2530446397047,1073.2530446397047,1073.2530446397047,-226.13380646314442,-226.13380646314442,-226.13380646314442,106.08991305758121,106.08991305758121,106.08991305758121,329.1343128369249,329.1343128369249,329.1343128369249,0.0,0.0,0.0,4320.367066930192
2011-06-13,3416.887181967914,3426.103452158646,5456.185860772094,3416.887181967914,3416.887181967914,998.1900493897334,998.1900493897334,998.1900493897334,764.852644044505,764.852644044505,764.852644044505,12.926871769709454,12.926871769709454,12.926871769709454,434.1164986278502,434.1164986278502,434.1164986278502,760.7166126124192,760.7166126124192,760.7166126124192,-66.89343874383584,-66.89343874383584,-66.89343874383584,-442.9073389654739,-442.9073389654739,-442.9073389654739,300.23084408906414,300.23084408906414,300.23084408906414,0.0,0.0,0.0,4415.077231357647
2011-06-14,3421.121867964413,3392.7500448124306,5382.883465818137,3421.121867964413,3421.121867964413,985.1419994040585,985.1419994040585,985.1419994040585,696.370837023555,696.370837023555,696.370837023555,12.926871769709454,12.926871769709454,12.926871769709454,393.5734583606255,393.5734583606255,393.5734583606255,593.1246128296716,593.1246128296716,593.1246128296716,21.848000986146037,21.848000986146037,21.848000986146037,-303.2541059364517,-303.2541059364517,-303.2541059364517,266.9231613943576,266.9231613943576,266.9231613943576,0.0,0.0,0.0,4406.263867368471
2011-06-15,3425.356553960912,3998.0816627492263,6004.767328784938,3425.356553960912,3425.356553960912,1577.05860136994,1577.05860136994,1577.05860136994,1326.0562279849112,1326.0562279849112,1326.0562279849112,12.926871769709454,12.926871769709454,12.926871769709454,508.4454057844286,508.4454057844286,508.4454057844286,715.4214775360007,715.4214775360007,715.4214775360007,21.545559100826157,21.545559100826157,21.545559100826157,89.26247289477267,89.26247289477267,89.26247289477267,229.45681428420266,229.45681428420266,229.45681428420266,0.0,0.0,0.0,5002.415155330852
2011-06-16,3429.5912399574117,3264.739167470957,5138.589814595278,3429.5912399574117,3429.5912399574117,714.306144904266,714.306144904266,714.306144904266,483.06804319671704,483.06804319671704,483.06804319671704,12.926871769709454,12.926871769709454,12.926871769709454,-194.30062551413153,-194.30062551413153,-194.30062551413153,724.4805045512845,724.4805045512845,724.4805045512845,43.04877731844761,43.04877731844761,43.04877731844761,-60.038707610145394,-60.038707610145394,-60.038707610145394,188.1893243891013,188.1893243891013,188.1893243891013,0.0,0.0,0.0,4143.897384861678
2011-06-17,3433.8259259539113,3374.7731339253573,5364.351878641617,3433.8259259539113,3433.8259259539113,928.4063930446542,928.4063930446542,928.4063930446542,687.8939136047366,687.8939136047366,687.8939136047366,12.926871769709454,12.926871769709454,12.926871769709454,-348.36417852958505,-348.36417852958505,-348.36417852958505,837.7183422423302,837.7183422423302,837.7183422423302,96.9337086860417,96.9337086860417,96.9337086860417,185.61287812228196,185.61287812228196,185.61287812228196,143.57877075387606,143.57877075387606,143.57877075387606,0.0,0.0,0.0,4362.2323189985655
2011-06-18,3438.06061195041,3840.6771042807136,5856.862652113979,3438.06061195041,3438.06061195041,1455.534107216045,1455.534107216045,1455.534107216045,1249.7133243292988,1249.7133243292988,1249.7133243292988,12.926871769709454,12.926871769709454,12.926871769709454,-136.18893446444284,-136.18893446444284,-136.18893446444284,1095.900612177914,1095.900612177914,1095.900612177914,109.65119911558067,109.65119911558067,109.65119911558067,277.0747748461182,277.0747748461182,277.0747748461182,96.16958377116573,96.16958377116573,96.16958377116573,0.0,0.0,0.0,4893.5947191664545
2011-06-19,3442.2952979469096,3517.5715541433633,5580.013627097831,3442.2952979469096,3442.2952979469096,1163.3135536713971,1163.3135536713971,1163.3135536713971,1342.8713397322135,1342.8713397322135,1342.8713397322135,12.926871769709454,12.926871769709454,12.926871769709454,-124.02602238427535,-124.02602238427535,-124.02602238427535,1109.4891527008394,1109.4891527008394,1109.4891527008394,-226.13380646289102,-226.13380646289102,-226.13380646289102,344.48133764593973,344.48133764593973,344.48133764593973,46.576020402074455,46.576020402074455,46.576020402074455,0.0,0.0,0.0,4605.608851618306
2011-06-20,3446.529983943409,2906.0737433632676,4925.978300513227,3446.529983943409,3446.529983943409,457.4853996218122,457.4853996218122,457.4853996218122,528.914980780286,528.914980780286,528.914980780286,12.926871769709454,12.926871769709454,12.926871769709454,-382.1500454189388,-382.1500454189388,-382.1500454189388,760.7166126124192,760.7166126124192,760.7166126124192,-66.89343874439339,-66.89343874439339,-66.89343874439339,137.42154181709608,137.42154181709608,137.42154181709608,-4.536142414080392,-4.536142414080392,-4.536142414080392,0.0,0.0,0.0,3904.0153835652213
2011-06-21,3450.7646699399083,3045.3584404762046,5101.1086657742635,3450.7646699399083,3450.7646699399083,604.8229649307968,604.8229649307968,604.8229649307968,639.4440760958074,639.4440760958074,639.4440760958074,12.926871769709454,12.926871769709454,12.926871769709454,-460.53325660223976,-460.53325660223976,-460.53325660223976,1009.8398555327192,1009.8398555327192,1009.8398555327192,21.848000985903578,21.848000985903578,21.848000985903578,77.21060539561854,77.21060539561854,77.21060539561854,-56.469112150914015,-56.469112150914015,-56.469112150914015,0.0,0.0,0.0,4055.587634870705
2011-06-22,3454.999355936408,3525.8784042395014,5481.200931116355,3454.999355936408,3454.999355936408,1037.1107456549441,1037.1107456549441,1037.1107456549441,1124.0783567338542,1124.0783567338542,1124.0783567338542,12.926871769709454,12.926871769709454,12.926871769709454,-256.4666205905426,-256.4666205905426,-256.4666205905426,1295.1992065141542,1295.1992065141542,1295.1992065141542,21.545559100670154,21.545559100670154,21.545559100670154,72.41889904053308,72.41889904053308,72.41889904053308,-108.51317017957997,-108.51317017957997,-108.51317017957997,0.0,0.0,0.0,4492.110101591352
2011-06-23,3459.234041932907,3147.331709370034,5152.166319386328,3459.234041932907,3459.234041932907,735.8426235419432,735.8426235419432,735.8426235419432,852.760570286457,852.760570286457,852.760570286457,12.926871769709454,12.926871769709454,12.926871769709454,-242.9522738348008,-242.9522738348008,-242.9522738348008,1268.022125468303,1268.022125468303,1268.022125468303,43.04877731821523,43.04877731821523,43.04877731821523,-185.23615311675485,-185.23615311675485,-185.23615311675485,-159.96672406272918,-159.96672406272918,-159.96672406272918,0.0,0.0,0.0,4195.07666547485
2011-06-24,3463.468727929406,3642.4146450887897,5708.299622551611,3463.468727929406,3463.468727929406,1203.5089955755834,1203.5089955755834,1203.5089955755834,1316.7309969210835,1316.7309969210835,1316.7309969210835,12.926871769709454,12.926871769709454,12.926871769709454,178.69534494433495,178.69534494433495,178.69534494433495,1245.3745579300935,1245.3745579300935,1245.3745579300935,96.93370868630835,96.93370868630835,96.93370868630835,-120.26577772305424,-120.26577772305424,-120.26577772305424,-210.15571003180844,-210.15571003180844,-210.15571003180844,0.0,0.0,0.0,4666.97772350499
2011-06-25,3467.703413925906,3721.5504628674234,5784.492887094,3467.703413925906,3467.703413925906,1349.5309554139842,1349.5309554139842,1349.5309554139842,1498.331517765686,1498.331517765686,1498.331517765686,12.926871769709454,12.926871769709454,12.926871769709454,470.6052348683523,470.6052348683523,470.6052348683523,1086.84158516263,1086.84158516263,1086.84158516263,109.65119911590227,109.65119911590227,109.65119911590227,-72.04217403500586,-72.04217403500586,-72.04217403500586,-258.4517614676039,-258.4517614676039,-258.4517614676039,0.0,0.0,0.0,4817.23436933989
2011-06-26,3471.9380999224054,3688.516513193194,5754.847284716556,3471.9380999224054,3471.9380999224054,1234.5096528866059,1234.5096528866059,1234.5096528866059,1764.9320647125655,1764.9320647125655,1764.9320647125655,12.926871769709454,12.926871769709454,12.926871769709454,373.3019382270133,373.3019382270133,373.3019382270133,1005.3103420250777,1005.3103420250777,1005.3103420250777,-226.13380646304134,-226.13380646304134,-226.13380646304134,373.39291269076494,373.39291269076494,373.39291269076494,-304.2886053629179,-304.2886053629179,-304.2886053629179,0.0,0.0,0.0,4706.447752809011
2011-06-27,3476.172785918904,3317.203107763039,5307.753255637578,3476.172785918904,3476.172785918904,843.6048330671674,843.6048330671674,843.6048330671674,1257.6744828815347,1257.6744828815347,1257.6744828815347,12.926871769709454,12.926871769709454,12.926871769709454,-96.99732887279237,-96.99732887279237,-96.99732887279237,1018.898882548003,1018.898882548003,1018.898882548003,-66.89343874405684,-66.89343874405684,-66.89343874405684,322.84605743661456,322.84605743661456,322.84605743661456,-347.1762110703102,-347.1762110703102,-347.1762110703102,0.0,0.0,0.0,4319.7776189860715
2011-06-28,3480.4074719154037,3668.044267187845,5737.254637512048,3480.4074719154037,3480.4074719154037,1164.2879821419324,1164.2879821419324,1164.2879821419324,1529.1522731951868,1529.1522731951868,1529.1522731951868,12.926871769709454,12.926871769709454,12.926871769709454,-18.614117689491415,-18.614117689491415,-18.614117689491415,1354.0828821134974,1354.0828821134974,1354.0828821134974,21.848000986044628,21.848000986044628,21.848000986044628,180.75663700147146,180.75663700147146,180.75663700147146,-386.71229203929914,-386.71229203929914,-386.71229203929914,0.0,0.0,0.0,4644.695454057336
2011-06-29,3484.6421579119033,3551.127201596907,5481.789799932389,3484.6421579119033,3484.6421579119033,1028.8500637241596,1028.8500637241596,1028.8500637241596,1429.895353878212,1429.895353878212,1429.895353878212,12.926871769709454,12.926871769709454,12.926871769709454,423.30502122325703,423.30502122325703,423.30502122325703,1268.022125468303,1268.022125468303,1268.022125468303,21.545559100947546,21.545559100947546,21.545559100947546,-274.35866458305776,-274.35866458305776,-274.35866458305776,-422.5908492550001,-422.5908492550001,-422.5908492550001,0.0,0.0,0.0,4513.492221636063
2011-06-30,3488.8768439084024,3814.9150834242673,5832.765772548621,3488.8768439084024,3488.8768439084024,1349.231423462915,1349.231423462915,1349.231423462915,1760.7901880115396,1760.7901880115396,1760.7901880115396,12.926871769709454,12.926871769709454,12.926871769709454,630.0745265861026,630.0745265861026,630.0745265861026,1095.900612177914,1095.900612177914,1095.900612177914,43.048777318572334,43.048777318572334,43.048777318572334,21.88817747781387,21.88817747781387,21.88817747781387,-454.6075418671969,-454.6075418671969,-454.6075418671969,0.0,0.0,0.0,4838.108267371317
2011-07-01,3493.1115299049015,4364.71928874547,6433.055172503091,3493.1115299049015,3493.1115299049015,1958.6952391606233,1958.6952391606233,1958.6952391606233,2344.4233034448453,2344.4233034448453,2344.4233034448453,12.926871769709454,12.926871769709454,12.926871769709454,753.0550820633505,753.0550820633505,753.0550820633505,1236.3155309148103,1236.3155309148103,1236.3155309148103,96.9337086858766,96.9337086858766,96.9337086858766,342.1258186969751,342.1258186969751,342.1258186969751,-482.66177297009864,-482.66177297009864,-482.66177297009864,0.0,0.0,0.0,5451.806769065524
